12744	10919
10919	11627
10920	6159
364	10562
6885	6885
10971	6863
11033	28082
10840	11033
10146	11011
10654	11011
11011	6872
10772	11011
10920	11011
11012	11011
11011	11585
11012	9031
9052	6159
6159	9064
6159	28088
6159	11112
6159	11149
11073	12901
9081	11099
11099	11277
11099	11630
11103	9027
11103	10923
9437	11103
10146	11103
10458	11103
11103	10555
10733	10752
10782	10733
12299	11180
11180	12834
11196	9281
11263	11196
12710	11196
11296	11296
11311	9078
11890	11311
11322	11322
9090	9090
9460	11354
11354	339
12026	9942
12384	9942
11372	11372
11389	11389
11955	11414
9202	11414
9703	11414
11414	10014
11414	10313
11414	11112
11414	11994
11459	9460
10752	11459
11459	10782
10920	11459
11459	6159
10733	11459
11465	11465
1100	11480
11262	11480
11521	12079
11527	11527
11551	10932
10141	11551
9384	11551
12573	11551
11552	9898
11572	9984
11585	9078
9080	11585
9937	11585
11585	10593
10733	11585
12368	11585
12716	11585
11596	11596
10848	11650
11800	11800
9891	9891
11847	12223
9458	11936
11936	10408
11936	11976
12749	11976
9937	12035
10180	12035
12035	10380
10502	12035
12035	10522
12035	10782
10840	12035
10848	12035
11046	12035
12035	6159
11120	12035
11486	12035
11650	12035
11922	12035
12068	28085
9460	12068
12068	339
12068	10752
10550	10550
339	12076
10048	10048
12157	12157
6159	12157
9749	6159
339	12268
6159	12268
10566	12273
11012	12327
12428	12428
12428	12457
12469	9758
12469	6141
11011	12487
12504	12504
12572	12572
12581	9527
12581	339
12581	10434
11125	12581
12581	11282
11300	12581
11366	12581
12581	11630
12595	12595
11069	11619
10940	10938
10939	10940
10939	10938
9515	12808
12808	9719
12808	10034
12808	10653
12897	9977
10256	10256
10256	10255
10257	10256
28100	28105
28102	28105
28105	28101
28103	28102
28104	28103
12273	10910
12273	9419
10311	10240
10311	10234
10242	10311
10311	10233
10587	10587
10592	10776
10588	10587
10589	10589
10587	10589
9366	9366
10906	10906
12478	12478
28112	28112
28119	28119
27644	28119
10813	10813
11935	11935
9436	9436
12641	12641
11776	11776
11007	9048
11007	9049
11007	28120
28121	11007
28120	28121
9049	9049
9048	9050
9048	9368
9274	10956
6053	9274
12092	12092
10043	9046
10043	10273
28124	6886
28125	28124
28125	28125
28124	28124
9044	9044
9733	9733
10273	1158
6872	9669
9599	10760
9599	10758
10763	9599
9709	9599
9877	9886
9700	9705
9706	9700
9704	9702
9702	12735
9706	12735
9708	9700
9708	9706
9705	12735
12117	9702
9704	12117
9705	12117
9706	12117
9705	9704
9704	12735
10401	10401
11015	11013
10773	10693
10773	9322
10773	9669
10814	10816
28127	28127
12284	12284
9733	9955
12143	9323
12143	12143
10941	10941
9324	10941
28128	28128
9220	9220
9933	28129
28126	11011
10772	28126
6872	28126
28126	10773
9132	9133
9199	9198
9202	9201
9272	6053
9312	9314
9319	9318
9349	9348
9980	9981
10062	10063
10316	10322
10317	10318
10502	10497
10501	10500
10808	10807
11016	11017
11082	11083
11853	11852
11908	11909
12052	12044
11017	11014
11014	11013
10117	10945
10742	10744
10743	10752
10754	10743
10746	10749
10747	10749
10761	10751
10761	10756
10752	10763
10754	10752
10763	10754
10759	10756
6875	10779
565	567
6885	6884
565	565
10666	10666
10644	10644
9820	9820
11563	9438
9438	9083
9438	9438
9248	9248
11579	11579
11580	11580
9377	9382
9382	9382
12769	12769
6142	9452
9452	12769
11013	12769
28075	28075
11134	11134
28075	11134
10298	10298
10297	10297
9437	9437
29039	29039
29108	29109
29121	29121
29140	29140
29232	29232
9353	9353
9049	29531
29563	29566
29623	29623
29645	10398
29679	29679
9793	9793
29777	9615
9609	9609
29797	29797
29827	29827
10219	29833
10219	29834
29848	29848
29868	29868
29874	29874
35412	1025
35499	35499
31838	31838
31853	36428
39981	10274
39580	39580
45824	39580
39581	39580
36429	9999
35752	10727
9709	31865
10827	46146
9523	9523
36229	36229
46181	46182
46188	46188
9460	46203
339	46203
35751	46203
46257	46256
46256	46258
46256	46256
46307	29374
10304	46322
6196	46336
339	29841
46384	46385
36216	36216
46478	46478
46504	9325
46504	46504
9709	35840
35752	10752
9381	9380
10018	10053
31853	47913
47867	47866
11616	47853
35845	35748
47893	35363
35777	35892
12825	9835
35807	31861
47888	9835
9835	9989
9453	9452
12663	47896
10840	35777
10323	35943
12218	31879
10931	10085
35958	47891
10455	47860
9835	47877
35892	35803
31860	35747
9835	11229
47894	10070
9078	9835
12043	39902
47830	9249
35746	9932
36038	36231
12268	9835
47861	10459
47878	9078
35807	47892
6141	9835
10721	47885
11059	47873
9395	9835
36185	11425
47895	10840
35815	46322
47855	35794
10273	35797
47894	35919
47893	35797
47882	29868
35860	35752
31875	36038
11813	36038
47884	10431
35746	28079
36038	11307
10228	9835
47869	36038
35884	35409
11696	11615
35797	9460
47849	9460
36038	36232
35794	12528
11585	35801
47829	36176
9943	9945
28079	35752
11015	31840
10727	35882
36176	35882
31860	35797
35958	47865
47876	47837
35845	47837
10773	35791
10358	36221
47874	35793
9081	9044
47832	35798
10556	31875
35746	9462
9835	47843
35799	10733
9933	35747
48203	47905
47839	35752
47890	12433
36217	35791
35823	35746
9576	9571
47897	36038
11012	35807
47834	47833
35902	35797
10620	9835
35865	47898
47868	10524
11919	11274
11501	11558
11646	47883
6141	36202
9281	47890
35884	35752
36226	35900
48002	48001
6159	31839
35746	9078
35793	31862
36183	35878
9078	36183
9460	36183
36183	11585
47832	36183
36183	35746
35791	36183
36183	35748
36183	35793
35807	36183
36183	35797
36183	12371
47833	35793
47833	47835
11585	47834
35746	47834
35791	47834
47834	35797
35752	47836
47836	36038
10124	47836
47836	35984
47836	35363
47836	10733
47836	35746
47836	35791
35860	47836
47836	47837
47836	35793
35884	47836
47836	35807
47836	35794
36226	47836
35914	35752
35791	9455
35807	9455
9455	35794
35958	35919
35844	47841
47841	36202
31848	47841
47841	9835
47841	10467
10496	47841
35958	47841
35747	47841
47841	35884
47841	31878
35958	9803
9803	35807
35791	36047
35748	36047
47846	36047
36047	47829
36226	35853
35892	31833
31833	41099
10146	31833
10147	31833
9460	47848
47848	10840
9835	9998
9998	31832
35409	47849
47850	47849
47849	35672
47849	10467
10522	47849
47849	47851
35791	36176
35793	36176
35791	10095
35958	35933
35807	35933
31853	35933
10124	35791
10124	35976
10124	35807
35919	36212
31847	36212
36212	10467
36212	36231
10251	31847
36202	10251
10251	31848
10251	10467
10251	36163
10251	35914
10251	35748
35942	10251
31874	31873
31874	9835
47855	47856
35752	47855
10733	47855
47855	10752
35801	47855
47855	35855
31860	9460
31860	35807
10441	47858
10441	35791
35807	47859
10522	35746
35747	10522
10522	35791
35748	10522
10522	47837
35794	10522
35855	10522
9460	35839
9835	35839
11585	35839
35839	35747
35839	35976
35807	35839
35794	35839
10593	47839
36163	10620
35747	36221
36221	35793
36226	36221
35746	31830
31830	35747
31830	35807
35793	35644
35644	35794
35644	35855
11585	47856
11585	36176
11585	35860
10752	11585
11585	35976
47846	11585
11585	35884
11585	35807
11585	35909
47832	10752
47832	35793
47832	35855
28079	47832
10727	47835
11011	47864
11585	36039
47837	36039
10733	35860
47838	10733
10733	35855
10733	47829
10733	47839
35746	35972
35747	35972
35791	35972
35748	35972
35972	10752
35797	35777
10773	35746
10773	35884
10848	35747
35791	10848
35884	10848
10848	35794
47871	35860
35884	47871
9460	35930
47838	35930
35855	35930
29378	35747
29378	35748
35793	29378
36020	35748
11011	35777
47874	9835
47874	35746
9835	11874
10666	11874
35747	47876
47876	10752
47876	35794
47878	35752
47878	10727
35746	47878
47878	35747
47878	35791
35860	47878
47878	35748
47878	35793
47878	35884
47878	35807
35794	47878
47878	35909
10752	47879
35976	47879
47879	35807
35855	47879
47879	35805
11459	35746
11459	35747
35791	11459
35914	11459
35860	11459
11459	35816
11459	47837
35793	11459
11459	35884
35807	11459
35794	11459
11459	47835
47880	9888
47880	47881
35746	11847
11847	35791
35793	11847
11847	35807
35794	11847
11847	47887
35845	47887
10593	47887
35958	47887
10733	47887
47887	35746
35747	47887
47887	35914
35748	47887
47837	47887
47887	10752
35801	47887
47887	35793
47887	47846
47887	35884
35807	47887
35794	47887
47887	47838
47887	35855
47889	47887
47887	47839
47887	10920
11486	47887
47887	47835
35794	12035
35855	12035
47835	35747
47835	35791
47835	35748
35793	47835
47835	35855
35746	12175
12175	35748
35746	47891
35794	47891
47891	35799
47838	47891
47893	35791
47893	35882
47837	47893
12624	9835
6892	9460
6892	9835
6892	35746
6892	35791
6892	10752
6892	35793
11322	6892
35845	35980
36212	10251
11354	31874
39402	36020
11585	47887
35879	36183
35853	10840
29378	36047
28079	11585
9819	47841
47841	36182
10773	36182
48297	39580
39580	48298
11017	11017
10072	10072
31838	35409
35907	31838
35785	35785
